"MPL"	1.7945460791"	361.89862731"	0.00002828
"CP"	1.8003065711"	374.00691084"	0.00002684
"RD"	1.8020649295"	376.14604462"	0.00002654
"SF"	1.78938115"	369.73897888"	0.00002704
"SW"	1.7773923934"	366.31005104"	0.0000281
"HY"	1.7929786"	367.19134655"	0.00002753

