"MPL"	2.6198049393"	362.13635785"	0.00002928
"CP"	2.6353964351"	375.38155613"	0.00002673
"RD"	2.6872765526"	362.80002461"	0.00002718
"SF"	2.6350940571"	369.2022466"	0.00002801
"SW"	2.6450011985"	365.80300068"	0.00002749
"HY"	2.6276255346"	367.90535317"	0.00002815
