"epochs"	"rss"	"correctness"	"etl"	"etp"	"etc"
2000	6.507674	0.000000	391.206437	0.000025	391.285222
2000	6.803433	0.000000	379.857324	0.000026	379.931015
2000	6.905832	0.000000	360.941752	0.000025	361.013636
2000	7.370817	0.000000	361.836879	0.000028	361.908387
2000	6.529782	0.000000	360.379529	0.000025	360.457225
2000	6.921861	0.000000	361.517621	0.000024	361.589074
2000	7.257838	0.000000	382.863637	0.000025	382.945723
2000	6.195596	0.000000	387.947941	0.000026	388.028440
2000	7.314303	0.000000	366.519076	0.000025	366.591358
2000	6.682829	0.000000	361.420368	0.000027	361.492262
2000	6.298086	0.000000	360.539673	0.000025	360.611064
2000	6.946342	0.000000	361.406196	0.000029	361.477529
2000	7.339032	0.000000	362.038885	0.000077	362.110595
2000	6.797447	0.000000	362.560122	0.000032	362.632331
2000	6.598794	0.000000	359.955369	0.000026	360.026885
2000	6.712008	0.000000	361.654081	0.000025	361.733140
2000	7.634361	0.000000	360.136066	0.000025	360.207561
2000	6.725647	0.000000	362.105147	0.000024	362.176552
2000	6.592800	0.000000	360.741878	0.000024	360.824358
2000	6.823240	0.000000	359.681325	0.000025	359.752400
2000	6.881136	0.000000	360.381620	0.000033	360.453145
2000	7.155590	0.000000	360.473633	0.000025	360.551599
2000	6.504028	0.000000	362.672028	0.000026	362.743528
2000	6.811479	0.000000	362.104135	0.000027	362.175453
2000	6.761420	0.000000	362.503781	0.000025	362.575050
2000	6.946401	0.000000	361.323716	0.000026	361.396278
2000	6.653642	0.000000	362.246794	0.000029	362.317999
2000	6.386791	0.000000	362.526479	0.000037	362.597896
2000	6.466450	0.000000	360.705971	0.000025	360.778310
2000	6.899134	0.000000	361.502171	0.000030	361.573239
2000	6.942177	0.000000	360.129470	0.000025	360.201396
2000	6.850792	0.000000	359.893102	0.000032	359.964048
2000	7.024639	0.000000	360.287071	0.000025	360.360426
2000	8.225088	0.000000	361.720612	0.000030	361.791867
2000	6.763753	0.000000	359.258626	0.000026	359.329924
2000	6.334412	0.000000	360.617913	0.000027	360.689268
2000	6.795165	0.000000	361.504938	0.000025	361.577443
2000	6.757416	0.000000	359.812605	0.000024	359.896012
2000	6.581951	0.000000	360.829142	0.000025	360.900743
2000	7.227885	0.000000	362.399325	0.000026	362.476791
2000	6.905801	0.000000	359.715581	0.000025	359.787089
2000	7.798883	0.000000	362.681207	0.000025	362.753091
2000	6.364857	0.000000	364.478641	0.000029	364.550611
2000	6.713752	0.000000	360.312434	0.000025	360.383976
2000	6.829699	0.000000	361.145649	0.000025	361.217354
2000	6.809650	0.000000	359.749576	0.000033	359.821251
2000	6.587802	0.000000	360.706688	0.000025	360.780198
2000	6.419617	0.000000	360.906686	0.000029	360.977990
2000	6.752869	0.000000	360.212979	0.000076	360.284259
2000	7.046940	0.000000	363.718418	0.000026	363.789814
2000	7.041735	0.000000	361.207601	0.000028	361.278978
2000	7.098773	0.000000	361.284805	0.000030	361.356726
2000	6.907207	0.000000	360.514414	0.000029	360.586214
2000	6.903574	0.000000	360.600997	0.000029	360.673216
2000	7.682984	0.000000	359.454958	0.000025	359.526736
2000	6.738118	0.000000	362.347880	0.000031	362.420924
2000	6.958974	0.000000	360.819165	0.000117	360.896365
2000	6.833949	0.000000	362.126111	0.000024	362.206425
2000	6.678166	0.000000	361.913767	0.000025	361.985093
2000	6.676736	0.000000	360.909263	0.000025	360.981143
2000	6.279765	0.000000	360.557418	0.000027	360.628975
2000	6.368394	0.000000	359.692844	0.000035	359.764165
2000	6.868431	0.000000	362.078585	0.000026	362.150280
2000	7.599000	0.000000	359.639598	0.000025	359.711452
2000	7.269599	0.000000	359.917965	0.000025	359.989245
2000	6.746401	0.000000	360.392933	0.000025	360.464601
2000	6.882065	0.000000	360.611197	0.000024	360.684285
2000	6.570033	0.000000	361.395669	0.000025	361.467033
2000	7.414336	0.000000	360.076290	0.000025	360.148592
2000	6.479383	0.000000	359.480395	0.000036	359.551825
2000	6.411243	0.000000	360.646320	0.000024	360.728148
2000	6.687699	0.000000	360.418789	0.000024	360.489930
2000	6.524062	0.000000	361.877684	0.000025	361.953824
2000	6.700125	0.000000	360.496205	0.000025	360.567414
2000	6.656743	0.000000	362.083003	0.000024	362.154358
2000	7.049187	0.000000	360.961738	0.000101	361.035629
2000	7.459021	0.000000	361.584969	0.000025	361.656679
2000	7.012130	0.000000	362.784831	0.000025	362.856508
2000	6.666037	0.000000	359.486588	0.000025	359.558626
2000	6.436816	0.000000	359.543614	0.000033	359.614784
2000	6.953601	0.000000	361.990214	0.000027	362.061260
2000	6.961003	0.000000	360.541588	0.000030	360.612824
2000	6.791941	0.000000	360.781222	0.000029	360.854230
2000	7.005812	0.000000	360.562433	0.000028	360.634340
2000	7.841646	0.000000	361.832883	0.000025	361.905115
2000	6.780524	0.000000	359.387247	0.000025	359.458784
2000	6.817251	0.000000	360.799950	0.000035	360.871123
2000	6.683018	0.000000	361.924907	0.000025	361.996965
2000	6.986519	0.000000	362.053230	0.000025	362.125118
2000	7.235461	0.000000	361.114416	0.000024	361.185388
2000	6.703876	0.000000	363.478818	0.000025	363.556148
2000	7.733762	0.000000	361.134979	0.000025	361.207755
2000	6.975059	0.000000	362.439227	0.000025	362.510457
2000	7.013581	0.000000	361.668741	0.000026	361.746372
2000	6.837760	0.000000	362.925489	0.000025	362.997156
2000	6.601967	0.000000	362.185093	0.000025	362.262240
2000	7.081734	0.000000	361.508165	0.000025	361.580064
2000	6.694800	0.000000	361.900988	0.000025	361.972854
2000	6.474832	0.000000	357.962247	0.000025	358.034030
2000	6.406018	0.000000	360.708055	0.000028	360.779279
