0.000256627,0,0.811562,0.896372,0.88684
0,0.811562,0.896372,0.88684,0.809118
0.811562,0.896372,0.88684,0.809118,0.67054
0.896372,0.88684,0.809118,0.67054,0.486501
0.88684,0.809118,0.67054,0.486501,0.237402
0.809118,0.67054,0.486501,0.237402,0.0233922
0.67054,0.486501,0.237402,0.0233922,4.88814e-06
0.486501,0.237402,0.0233922,4.88814e-06,0
0.237402,0.0233922,4.88814e-06,0,2.44407e-06
0.0233922,4.88814e-06,0,2.44407e-06,0
4.88814e-06,0,2.44407e-06,0,0
0,2.44407e-06,0,0,3.6661e-05
2.44407e-06,0,0,3.6661e-05,0
0,0,3.6661e-05,0,0
0,3.6661e-05,0,0,0
3.6661e-05,0,0,0,0.0159231
0,0,0,0.0159231,0.117129
0,0,0.0159231,0.117129,0.262625
0,0.0159231,0.117129,0.262625,0.23183
0.0159231,0.117129,0.262625,0.23183,0.250404
0.117129,0.262625,0.23183,0.250404,0
0.262625,0.23183,0.250404,0,0
0.23183,0.250404,0,0,0
0.250404,0,0,0,0
0,0,0,0,0.000532807
0,0,0,0.000532807,0
0,0,0.000532807,0,0.012323
0,0.000532807,0,0.012323,0.104689
0.000532807,0,0.012323,0.104689,0.33057
0,0.012323,0.104689,0.33057,0.473303
0.012323,0.104689,0.33057,0.473303,0.442264
0.104689,0.33057,0.473303,0.442264,0.378718
0.33057,0.473303,0.442264,0.378718,0.677383
0.473303,0.442264,0.378718,0.677383,0.890261
0.442264,0.378718,0.677383,0.890261,0.808874
0.378718,0.677383,0.890261,0.808874,0.66834
0.677383,0.890261,0.808874,0.66834,0
0.890261,0.808874,0.66834,0,0.483324
0.808874,0.66834,0,0.483324,0.228799
0.66834,0,0.483324,0.228799,0.0300474
0,0.483324,0.228799,0.0300474,0
0.483324,0.228799,0.0300474,0,0
0.228799,0.0300474,0,0,0
0.0300474,0,0,0,0
0,0,0,0,0.000285956
0,0,0,0.000285956,0
0,0,0.000285956,0,0
0,0.000285956,0,0,0
0.000285956,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0.020821
0,0,0,0.020821,0.133065
0,0,0.020821,0.133065,0.202379
0,0.020821,0.133065,0.202379,0.292931
0.020821,0.133065,0.202379,0.292931,0.461328
0.133065,0.202379,0.292931,0.461328,0.836981
0.202379,0.292931,0.461328,0.836981,0.875597
0.292931,0.461328,0.836981,0.875597,0.82476
0.461328,0.836981,0.875597,0.82476,0.751927
0.836981,0.875597,0.82476,0.751927,0.631435
0.875597,0.82476,0.751927,0.631435,0.463283
0.82476,0.751927,0.631435,0.463283,0.226746
0.751927,0.631435,0.463283,0.226746,0.030194
0.631435,0.463283,0.226746,0.030194,0.0452983
0.463283,0.226746,0.030194,0.0452983,0.142866
0.226746,0.030194,0.0452983,0.142866,0.0506753
0.030194,0.0452983,0.142866,0.0506753,0.0205497
0.0452983,0.142866,0.0506753,0.0205497,0.0264301
0.142866,0.0506753,0.0205497,0.0264301,0.108673
0.0506753,0.0205497,0.0264301,0.108673,0.398759
0.0205497,0.0264301,0.108673,0.398759,0.707201
0.0264301,0.108673,0.398759,0.707201,0.631435
0.108673,0.398759,0.707201,0.631435,0.286821
0.398759,0.707201,0.631435,0.286821,0.0875318
0.707201,0.631435,0.286821,0.0875318,0.0185065
0.631435,0.286821,0.0875318,0.0185065,0.000435044
0.286821,0.0875318,0.0185065,0.000435044,0
0.0875318,0.0185065,0.000435044,0,0
0.0185065,0.000435044,0,0,2.44407e-06
0.000435044,0,0,2.44407e-06,2.44407e-06
0,0,2.44407e-06,2.44407e-06,0.000175973
0,2.44407e-06,2.44407e-06,0.000175973,0.000334837
2.44407e-06,2.44407e-06,0.000175973,0.000334837,0.000408159
2.44407e-06,0.000175973,0.000334837,0.000408159,4.88814e-06
0.000175973,0.000334837,0.000408159,4.88814e-06,0
0.000334837,0.000408159,4.88814e-06,0,9.77627e-06
0.000408159,4.88814e-06,0,9.77627e-06,0.00554315
4.88814e-06,0,9.77627e-06,0.00554315,0.036793
0,9.77627e-06,0.00554315,0.036793,0.000527919
9.77627e-06,0.00554315,0.036793,0.000527919,0.608705
0.00554315,0.036793,0.000527919,0.608705,0.000305508
0.036793,0.000527919,0.608705,0.000305508,0.000373942
0.000527919,0.608705,0.000305508,0.000373942,0.000549915
0.608705,0.000305508,0.000373942,0.000549915,0.000503478
0.000305508,0.000373942,0.000549915,0.000503478,0.000493702
0.000373942,0.000549915,0.000503478,0.000493702,0.68496
0.000549915,0.000503478,0.000493702,0.68496,0.000439932
0.000503478,0.000493702,0.68496,0.000439932,0.000408159
0.000493702,0.68496,0.000439932,0.000408159,0.00874976
0.68496,0.000439932,0.000408159,0.00874976,0.653431
0.000439932,0.000408159,0.00874976,0.653431,0.0428298
0.000408159,0.00874976,0.653431,0.0428298,0
0.00874976,0.653431,0.0428298,0,0.123509
0.653431,0.0428298,0,0.123509,0.362343
0.0428298,0,0.123509,0.362343,0.341813
0,0.123509,0.362343,0.341813,0.471593
0.123509,0.362343,0.341813,0.471593,0.162785
0.362343,0.341813,0.471593,0.162785,0.511186
0.341813,0.471593,0.162785,0.511186,0.468904
0.471593,0.162785,0.511186,0.468904,0.000944877
0.162785,0.511186,0.468904,0.000944877,0.000549915
0.511186,0.468904,0.000944877,0.000549915,0.000188193
0.468904,0.000944877,0.000549915,0.000188193,9.77627e-06
0.000944877,0.000549915,0.000188193,9.77627e-06,0.000153976
0.000549915,0.000188193,9.77627e-06,0.000153976,0.000190637
0.000188193,9.77627e-06,0.000153976,0.000190637,9.53186e-05
9.77627e-06,0.000153976,0.000190637,9.53186e-05,0.000520586
0.000153976,0.000190637,9.53186e-05,0.000520586,0.000403271
0.000190637,9.53186e-05,0.000520586,0.000403271,0.000344614
9.53186e-05,0.000520586,0.000403271,0.000344614,0.000630569
0.000520586,0.000403271,0.000344614,0.000630569,0.00695582
0.000403271,0.000344614,0.000630569,0.00695582,0.0255747
0.000344614,0.000630569,0.00695582,0.0255747,0.0219991
0.000630569,0.00695582,0.0255747,0.0219991,0.106107
0.00695582,0.0255747,0.0219991,0.106107,0.185123
0.0255747,0.0219991,0.106107,0.185123,0.284377
0.0219991,0.106107,0.185123,0.284377,0.519496
0.106107,0.185123,0.284377,0.519496,0.508254
0.185123,0.284377,0.519496,0.508254,0.482347
0.284377,0.519496,0.508254,0.482347,0.440064
0.519496,0.508254,0.482347,0.440064,0.336191
0.508254,0.482347,0.440064,0.336191,0.0715476
0.482347,0.440064,0.336191,0.0715476,0.033078
0.440064,0.336191,0.0715476,0.033078,0.000684339
0.336191,0.0715476,0.033078,0.000684339,0
0.0715476,0.033078,0.000684339,0,0.000391051
