1	89.440694	0.000000
2	24.433716	0.000000
3	18.397234	0.000000
4	15.935636	0.000000
5	14.466415	0.000000
6	13.452019	0.000000
7	12.704058	0.000000
8	12.133652	0.000000
9	11.689579	0.000000
10	11.338389	0.000000
11	11.056705	0.000000
12	10.827641	0.000000
13	10.638813	0.000000
14	10.481062	0.000000
15	10.347580	0.000000
16	10.233273	0.000000
17	10.134307	0.000000
18	10.047768	0.000000
19	9.971421	0.000000
20	9.903537	0.000000
21	9.842757	0.000000
22	9.788003	0.000000
23	9.738409	0.000000
24	9.693271	0.000000
25	9.652009	0.000000
26	9.614141	0.000000
27	9.579260	0.000000
28	9.547024	0.000000
29	9.517138	0.000000
30	9.489349	0.000000
31	9.463437	0.000000
32	9.439211	0.000000
33	9.416503	0.000000
34	9.395168	0.000000
35	9.375074	0.000000
36	9.356109	0.000000
37	9.338169	0.000000
38	9.321165	0.000000
39	9.305016	0.000000
40	9.289651	0.000000
41	9.275005	0.000000
42	9.261021	0.000000
43	9.247648	0.000000
44	9.234838	0.000000
45	9.222550	0.000000
46	9.210747	0.000000
47	9.199393	0.000000
48	9.188458	0.000000
49	9.177914	0.000000
50	9.167735	0.000000
51	9.157897	0.000000
52	9.148379	0.000000
53	9.139161	0.000000
54	9.130226	0.000000
55	9.121556	0.000000
56	9.113136	0.000000
57	9.104952	0.000000
58	9.096991	0.000000
59	9.089240	0.000000
60	9.081689	0.000000
61	9.074326	0.000000
62	9.067143	0.000000
63	9.060129	0.000000
64	9.053277	0.000000
65	9.046577	0.000000
66	9.040024	0.000000
67	9.033609	0.000000
68	9.027326	0.000000
69	9.021169	0.000000
70	9.015132	0.000000
71	9.009209	0.000000
72	9.003396	0.000000
73	8.997688	0.000000
74	8.992079	0.000000
75	8.986566	0.000000
76	8.981145	0.000000
77	8.975811	0.000000
78	8.970561	0.000000
79	8.965391	0.000000
80	8.960299	0.000000
81	8.955282	0.000000
82	8.950335	0.000000
83	8.945457	0.000000
84	8.940645	0.000000
85	8.935897	0.000000
86	8.931209	0.000000
87	8.926581	0.000000
88	8.922009	0.000000
89	8.917492	0.000000
90	8.913028	0.000000
91	8.908615	0.000000
92	8.904252	0.000000
93	8.899936	0.000000
94	8.895667	0.000000
95	8.891442	0.000000
96	8.887261	0.000000
97	8.883121	0.000000
98	8.879023	0.000000
99	8.874964	0.000000
100	8.870943	0.000000
101	8.866960	0.000000
102	8.863013	0.000000
103	8.859102	0.000000
104	8.855225	0.000000
105	8.851381	0.000000
106	8.847570	0.000000
107	8.843790	0.000000
108	8.840042	0.000000
109	8.836323	0.000000
110	8.832635	0.000000
111	8.828975	0.000000
112	8.825343	0.000000
113	8.821738	0.000000
114	8.818161	0.000000
115	8.814609	0.000000
116	8.811083	0.000000
117	8.807583	0.000000
118	8.804107	0.000000
119	8.800655	0.000000
120	8.797227	0.000000
121	8.793822	0.000000
122	8.790439	0.000000
123	8.787079	0.000000
124	8.783740	0.000000
125	8.780423	0.000000
126	8.777127	0.000000
127	8.773852	0.000000
128	8.770597	0.000000
129	8.767361	0.000000
130	8.764146	0.000000
131	8.760949	0.000000
132	8.757771	0.000000
133	8.754612	0.000000
134	8.751471	0.000000
135	8.748348	0.000000
136	8.745243	0.000000
137	8.742155	0.000000
138	8.739084	0.000000
139	8.736030	0.000000
140	8.732992	0.000000
141	8.729971	0.000000
142	8.726965	0.000000
143	8.723976	0.000000
144	8.721002	0.000000
145	8.718043	0.000000
146	8.715100	0.000000
147	8.712171	0.000000
148	8.709257	0.000000
149	8.706358	0.000000
150	8.703472	0.000000
151	8.700601	0.000000
152	8.697744	0.000000
153	8.694901	0.000000
154	8.692071	0.000000
155	8.689254	0.000000
156	8.686450	0.000000
157	8.683660	0.000000
158	8.680882	0.000000
159	8.678117	0.000000
160	8.675365	0.000000
161	8.672625	0.000000
162	8.669897	0.000000
163	8.667181	0.000000
164	8.664477	0.000000
165	8.661785	0.000000
166	8.659104	0.000000
167	8.656435	0.000000
168	8.653778	0.000000
169	8.651132	0.000000
170	8.648497	0.000000
171	8.645873	0.000000
172	8.643259	0.000000
173	8.640657	0.000000
174	8.638065	0.000000
175	8.635484	0.000000
176	8.632914	0.000000
177	8.630354	0.000000
178	8.627804	0.000000
179	8.625264	0.000000
180	8.622735	0.000000
181	8.620215	0.000000
182	8.617706	0.000000
183	8.615206	0.000000
184	8.612716	0.000000
185	8.610236	0.000000
186	8.607765	0.000000
