"epochs"	"rss"	"correctness"	"etl"	"etp"	"etc"
2000	6.989944	0.000000	361.585132	0.000025	361.658292
2000	7.415536	0.000000	362.437060	0.000025	362.510607
2000	6.915130	0.000000	362.534958	0.000025	362.612740
2000	7.409270	0.000000	363.491193	0.000026	363.563873
2000	6.490131	0.000000	361.957630	0.000036	362.030670
2000	7.579645	0.000000	361.570985	0.000025	361.643899
2000	7.094858	0.000000	361.256237	0.000026	361.335671
2000	6.857453	0.000000	362.124419	0.000029	362.197162
2000	6.724051	0.000000	365.425107	0.000025	365.502885
2000	6.959833	0.000000	362.770878	0.000028	362.843641
2000	6.923124	0.000000	363.296166	0.000026	363.374902
2000	7.175570	0.000000	363.419742	0.000025	363.497382
2000	7.195392	0.000000	364.057992	0.000030	364.130765
2000	7.301566	0.000000	363.968107	0.000026	364.041736
2000	6.899219	0.000000	362.330452	0.000029	362.403217
2000	7.014495	0.000000	363.655627	0.000030	363.728973
2000	7.489406	0.000000	362.052758	0.000026	362.125818
2000	7.053505	0.000000	361.878772	0.000025	361.951969
2000	7.049701	0.000000	363.272078	0.000027	363.345277
2000	7.546756	0.000000	361.782852	0.000026	361.855804
2000	7.111366	0.000000	364.332076	0.000028	364.407593
2000	7.247984	0.000000	361.059413	0.000044	361.132135
2000	7.374591	0.000000	362.564963	0.000028	362.642491
2000	6.248707	0.000000	359.610045	0.000029	359.683014
2000	7.596345	0.000000	361.101927	0.000029	361.174844
2000	6.987126	0.000000	364.267721	0.000029	364.340905
2000	6.969635	0.000000	361.621380	0.000030	361.694785
2000	6.995204	0.000000	360.529091	0.000026	360.602223
2000	7.334166	0.000000	362.537213	0.000025	362.621926
2000	7.566592	0.000000	364.641223	0.000025	364.714431
2000	7.536350	0.000000	362.631477	0.000026	362.711740
2000	6.978750	0.000000	363.395712	0.000028	363.469107
2000	8.060058	0.000000	361.776874	0.000026	361.852844
2000	6.915677	0.000000	363.297184	0.000025	363.369952
2000	7.483992	0.000000	361.885581	0.000026	361.958680
2000	6.964726	0.000000	387.295555	0.000025	387.374434
2000	6.707099	0.000000	389.988251	0.000025	390.068447
2000	7.570481	0.000000	370.618401	0.000025	370.702184
2000	7.538356	0.000000	360.034235	0.000026	360.107588
2000	7.162975	0.000000	361.575497	0.000026	361.649057
2000	6.930314	0.000000	361.218042	0.000025	361.290612
2000	7.540375	0.000000	361.814565	0.000025	361.888173
2000	7.058957	0.000000	362.642391	0.000026	362.719298
2000	7.286019	0.000000	362.200278	0.000025	362.272885
2000	7.007463	0.000000	362.188392	0.000025	362.261844
2000	6.496672	0.000000	362.639094	0.000025	362.711867
2000	6.910569	0.000000	362.795943	0.000025	362.877454
2000	7.078310	0.000000	360.548454	0.000026	360.624929
2000	7.177924	0.000000	365.292590	0.000035	365.365506
2000	7.580319	0.000000	362.552591	0.000025	362.625006
2000	6.861427	0.000000	361.983159	0.000025	362.056004
2000	7.280460	0.000000	362.643022	0.000025	362.716563
2000	7.298827	0.000000	362.591368	0.000025	362.664630
2000	6.882347	0.000000	361.157527	0.000026	361.231524
2000	7.806432	0.000000	363.785988	0.000025	363.859234
2000	7.758165	0.000000	361.740042	0.000026	361.813158
2000	7.608886	0.000000	362.637468	0.000025	362.710538
2000	7.384140	0.000000	362.490031	0.000026	362.563659
2000	7.321441	0.000000	361.277320	0.000024	361.349809
2000	7.364286	0.000000	362.400202	0.000025	362.474017
2000	8.194189	0.000000	362.239673	0.000025	362.315920
2000	7.178116	0.000000	361.840984	0.000026	361.915831
2000	6.552633	0.000000	360.770466	0.000056	360.842819
2000	8.343822	0.000000	362.497615	0.000026	362.571123
2000	6.797444	0.000000	362.648977	0.000025	362.722397
2000	6.975111	0.000000	361.919140	0.000027	361.991940
2000	7.230441	0.000000	361.559218	0.000025	361.635375
2000	7.380646	0.000000	362.079328	0.000027	362.152736
2000	7.240576	0.000000	362.266237	0.000025	362.339168
2000	7.312238	0.000000	362.050907	0.000025	362.124019
2000	6.960180	0.000000	362.131285	0.000026	362.207810
2000	7.459840	0.000000	361.120534	0.000031	361.194935
2000	6.545840	0.000000	362.225474	0.000040	362.298898
2000	6.758616	0.000000	361.426696	0.000027	361.499841
2000	7.615995	0.000000	359.845899	0.000027	359.921462
2000	7.335830	0.000000	361.516342	0.000025	361.593416
2000	7.373420	0.000000	361.976319	0.000028	362.048765
2000	7.042486	0.000000	361.599655	0.000025	361.678534
2000	7.749170	0.000000	363.769524	0.000031	363.842117
2000	7.313035	0.000000	363.257781	0.000026	363.335386
2000	7.898701	0.000000	361.355666	0.000026	361.428708
2000	7.635947	0.000000	362.023692	0.000025	362.096306
2000	7.430689	0.000000	363.119077	0.000035	363.191508
2000	7.327351	0.000000	361.255261	0.000025	361.331862
2000	7.339476	0.000000	362.020295	0.000026	362.093164
2000	6.877467	0.000000	360.951342	0.000030	361.030371
2000	7.284217	0.000000	362.881181	0.000025	362.953941
2000	8.178676	0.000000	361.447160	0.000026	361.520045
2000	7.114250	0.000000	360.594632	0.000026	360.667434
2000	7.144428	0.000000	361.576697	0.000037	361.649518
2000	7.267812	0.000000	364.076574	0.000025	364.150465
2000	7.444612	0.000000	361.742124	0.000025	361.815088
2000	6.499354	0.000000	362.262650	0.000030	362.335807
2000	7.558619	0.000000	361.634392	0.000026	361.708365
2000	7.053883	0.000000	363.361860	0.000025	363.434781
2000	7.562495	0.000000	361.013698	0.000025	361.086420
2000	7.232972	0.000000	360.616429	0.000025	360.689429
2000	7.276165	0.000000	360.499353	0.000025	360.572192
2000	6.997686	0.000000	362.814798	0.000027	362.887841
2000	6.593001	0.000000	359.783095	0.000026	359.856108
